"synonym","ent_id"
telephone based consumer polling approach,survey
embedded based quantitative questionnaire research,survey
embedded based embedded questionnaire approach,survey
preliminary based embedded survey analysis,survey
web based supervised survey technique,survey
email based attached questionnaire description,survey
sample based consumer questionnaire investigation,survey
standardized based attached polling,survey
web based sample survey approach,survey
postal based telephone questionnaire analysis,survey
